"","Koder_samlet","SKS1","SKS1_til","SKS10","SKS10_til","SKS11","SKS11_til","SKS12","SKS12_til","SKS13","SKS13_til","SKS2","SKS2_til","SKS3","SKS3_til","SKS4","SKS4_til","SKS5","SKS5_til","SKS6","SKS6_til","SKS7","SKS7_til","SKS8","SKS8_til","SKS9","SKS9_til","Tid_i_min"
"358","UXRC00_NA/UXRG10_NA/UXRG15_TUL1","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af bækken",NA,"Røntgenundersøgelse af hofte","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"371","UXRC20_TUL1/UXRF25_TUL1","Røntgenundersøgelse af clavicula","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af albue","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"372","UXRC20_TUL1/UXRF30_TUL1","Røntgenundersøgelse af clavicula","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af underarm","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"373","UXRC20_TUL1/UXRF50_TUL2","Røntgenundersøgelse af clavicula","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hånd og fingre","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"375","UXRC20_TUL1/UXRG15_TUL1","Røntgenundersøgelse af clavicula","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"377","UXRC20_TUL1/UXRG40_TUL2","Røntgenundersøgelse af clavicula","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fodled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"379","UXRC20_TUL2/UXRF10_TUL2","Røntgenundersøgelse af clavicula","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af scapula","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"386","UXRC20_TUL2/UXRF50_TUL2","Røntgenundersøgelse af clavicula","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hånd og fingre","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"387","UXRC20_TUL2/UXRG15_TUL2","Røntgenundersøgelse af clavicula","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"388","UXRC25_TUL1/UXRC25_TUL2","Røntgenundersøgelse af costae","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af costae","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"390","UXRC30_TUL1/UXRC30_TUL2","Røntgenundersøgelse af sternoclaviculærled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af sternoclaviculærled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"400","UXRE10_NA/UXRE70_NA/UXRG25_TUL1","Røntgenundersøgelse af columna cervicalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skolioseoptagelse",NA,"Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"407","UXRE20_NA/UXRE30_NA/UXRF10_TUL1","Røntgenundersøgelse af columna thoracalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af columna lumbalis",NA,"Røntgenundersøgelse af scapula","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"408","UXRE20_NA/UXRE30_NA/UXRF25_TUL1","Røntgenundersøgelse af columna thoracalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af columna lumbalis",NA,"Røntgenundersøgelse af albue","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"410","UXRE20_NA/UXRE30_NA/UXRF40_TUL2","Røntgenundersøgelse af columna thoracalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af columna lumbalis",NA,"Røntgenundersøgelse af håndled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"414","UXRE20_NA/UXRE30_NA/UXRG15_TUL1","Røntgenundersøgelse af columna thoracalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af columna lumbalis",NA,"Røntgenundersøgelse af hofte","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"416","UXRE20_NA/UXRE30_NA/UXRG15_TUL2","Røntgenundersøgelse af columna thoracalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af columna lumbalis",NA,"Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"418","UXRE20_NA/UXRE30_NA/UXRG20_TUL2","Røntgenundersøgelse af columna thoracalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af columna lumbalis",NA,"Røntgenundersøgelse af femur","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"420","UXRE20_NA/UXRE30_NA/UXRG30_TUL2","Røntgenundersøgelse af columna thoracalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af columna lumbalis",NA,"Røntgenundersøgelse af crus","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"421","UXRE20_NA/UXRE30_NA/UXRG40_TUL1","Røntgenundersøgelse af columna thoracalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af columna lumbalis",NA,"Røntgenundersøgelse af fodled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"423","UXRE20_NA/UXRE30_NA/UXRG50_TUL2","Røntgenundersøgelse af columna thoracalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af columna lumbalis",NA,"Røntgenundersøgelse af fod og tæer","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"441","UXRE30_NA/UXRG10_NA/UXRG20_TUL2","Røntgenundersøgelse af columna lumbalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af bækken",NA,"Røntgenundersøgelse af femur","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"442","UXRE30_NA/UXRG10_NA/UXRG50_TUL1","Røntgenundersøgelse af columna lumbalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af bækken",NA,"Røntgenundersøgelse af fod og tæer","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"458","UXRE70_NA/UXRG10_NA/UXRG20_TUL1","Skolioseoptagelse",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af bækken",NA,"Røntgenundersøgelse af femur","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"459","UXRE70_NA/UXRG10_NA/UXRG30_TUL2","Skolioseoptagelse",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af bækken",NA,"Røntgenundersøgelse af crus","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"467","UXRF10_TUL1/UXRF40_TUL2","Røntgenundersøgelse af scapula","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af håndled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"469","UXRF10_TUL2/UXRF15_TUL2","Røntgenundersøgelse af scapula","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af skulder","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"481","UXRF15_TUL1/UXRF30_TUL1","Røntgenundersøgelse af skulder","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af underarm","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"490","UXRF15_TUL1/UXRG20_TUL1","Røntgenundersøgelse af skulder","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af femur","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"493","UXRF15_TUL1/UXRG25_TUL2","Røntgenundersøgelse af skulder","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"494","UXRF15_TUL1/UXRG40_TUL1","Røntgenundersøgelse af skulder","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fodled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"496","UXRF15_TUL1/UXRG40_TUL2","Røntgenundersøgelse af skulder","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fodled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"497","UXRF15_TUL2/UXRF20_TUL1","Røntgenundersøgelse af skulder","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af overarm","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"500","UXRF15_TUL2/UXRF25_TUL1","Røntgenundersøgelse af skulder","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af albue","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"503","UXRF15_TUL2/UXRF30_TUL2","Røntgenundersøgelse af skulder","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af underarm","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"512","UXRF15_TUL2/UXRG15_TUL2","Røntgenundersøgelse af skulder","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"513","UXRF15_TUL2/UXRG25_TUL1","Røntgenundersøgelse af skulder","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"516","UXRF15_TUL2/UXRG40_TUL2","Røntgenundersøgelse af skulder","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fodled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"518","UXRF20_TUL1/UXRF20_TUL2","Røntgenundersøgelse af overarm","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af overarm","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"521","UXRF20_TUL1/UXRF30_TUL1","Røntgenundersøgelse af overarm","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af underarm","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"524","UXRF20_TUL2/UXRF40_TUL2","Røntgenundersøgelse af overarm","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af håndled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"525","UXRF20_TUL2/UXRG25_TUL2","Røntgenundersøgelse af overarm","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"532","UXRF25_TUL1/UXRF30_TUL2","Røntgenundersøgelse af albue","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af underarm","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"535","UXRF25_TUL1/UXRF50_TUL2","Røntgenundersøgelse af albue","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hånd og fingre","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"539","UXRF25_TUL2/UXRF30_TUL1","Røntgenundersøgelse af albue","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af underarm","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"542","UXRF25_TUL2/UXRF40_TUL1","Røntgenundersøgelse af albue","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af håndled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"544","UXRF25_TUL2/UXRF50_TUL2","Røntgenundersøgelse af albue","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hånd og fingre","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"547","UXRF25_TUL2/UXRG40_TUL2","Røntgenundersøgelse af albue","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fodled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"550","UXRF30_TUL1/UXRG30_TUL1","Røntgenundersøgelse af underarm","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af crus","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"557","UXRF30_TUL2/UXRF45_TUL2","Røntgenundersøgelse af underarm","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af os scaphoideum","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"558","UXRF30_TUL2/UXRF50_TUL1","Røntgenundersøgelse af underarm","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hånd og fingre","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"565","UXRF40_TUL1/UXRF50_TUL2","Røntgenundersøgelse af håndled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hånd og fingre","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"569","UXRF40_TUL1/UXRG25_TUL1","Røntgenundersøgelse af håndled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"571","UXRF40_TUL1/UXRG25_TUL2","Røntgenundersøgelse af håndled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"572","UXRF40_TUL1/UXRG30_TUL1","Røntgenundersøgelse af håndled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af crus","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"573","UXRF40_TUL1/UXRG40_TUL2","Røntgenundersøgelse af håndled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fodled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"579","UXRF40_TUL2/UXRF50_TUL1","Røntgenundersøgelse af håndled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hånd og fingre","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"584","UXRF40_TUL2/UXRG25_TUL2","Røntgenundersøgelse af håndled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"587","UXRF40_TUL2/UXRG30_TUL2","Røntgenundersøgelse af håndled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af crus","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"588","UXRF40_TUL2/UXRG40_TUL1","Røntgenundersøgelse af håndled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fodled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"590","UXRF40_TUL2/UXRG50_TUL1","Røntgenundersøgelse af håndled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fod og tæer","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"598","UXRF50_TUL1/UXRG25_TUL1","Røntgenundersøgelse af hånd og fingre","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"600","UXRF50_TUL1/UXRG30_TUL2","Røntgenundersøgelse af hånd og fingre","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af crus","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"601","UXRF50_TUL1/UXRG50_TUL1","Røntgenundersøgelse af hånd og fingre","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fod og tæer","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"603","UXRF50_TUL2/UXRG20_TUL2","Røntgenundersøgelse af hånd og fingre","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af femur","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"604","UXRF50_TUL2/UXRG25_TUL1","Røntgenundersøgelse af hånd og fingre","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"605","UXRF50_TUL2/UXRG25_TUL2","Røntgenundersøgelse af hånd og fingre","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"606","UXRF50_TUL2/UXRG30_TUL1","Røntgenundersøgelse af hånd og fingre","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af crus","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"607","UXRF50_TUL2/UXRG30_TUL2","Røntgenundersøgelse af hånd og fingre","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af crus","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"608","UXRF50_TUL2/UXRG40_TUL1","Røntgenundersøgelse af hånd og fingre","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fodled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"609","UXRF50_TUL2/UXRG40_TUL2","Røntgenundersøgelse af hånd og fingre","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fodled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"669","UXRG15_TUL1/UXRG27_TUL1","Røntgenundersøgelse af hofte","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Tangential røntgenundersøgelse af patella","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"670","UXRG15_TUL1/UXRG40_TUL1","Røntgenundersøgelse af hofte","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fodled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"673","UXRG15_TUL1/UXRG50_TUL2","Røntgenundersøgelse af hofte","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fod og tæer","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"674","UXRG15_TUL2/UXRG20_TUL1","Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af femur","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"675","UXRG15_TUL2/UXRG25_TUL1","Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"680","UXRG20_TUL1/UXRG25_TUL2","Røntgenundersøgelse af femur","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"681","UXRG20_TUL1/UXRG30_TUL2","Røntgenundersøgelse af femur","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af crus","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"683","UXRG20_TUL2/UXRG30_TUL1","Røntgenundersøgelse af femur","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af crus","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"699","UXRG25_TUL1/UXRG40_TUL1","Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fodled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"701","UXRG25_TUL1/UXRG50_TUL1","Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fod og tæer","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"704","UXRG25_TUL2/UXRG27_TUL1","Røntgenundersøgelse af knæ","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Tangential røntgenundersøgelse af patella","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"710","UXRG30_TUL1/UXRG45_TUL1","Røntgenundersøgelse af crus","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af calcaneus","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"711","UXRG30_TUL1/UXRG47_TUL1","Røntgenundersøgelse af crus","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af mellemfod","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"712","UXRG30_TUL2/UXRG40_TUL1","Røntgenundersøgelse af crus","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fodled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"713","UXRG30_TUL2/UXRG45_TUL2","Røntgenundersøgelse af crus","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af calcaneus","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"717","UXRG47_TUL1/UXRG47_TUL2","Røntgenundersøgelse af mellemfod","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af mellemfod","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"719","UXRG50_TUL1/UXRG50_UXZ21","Røntgenundersøgelse af fod og tæer","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fod og tæer","med udmåling på billeder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"19","UXRG10_NA/UXRG15_TUL1","Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"20","UXRG10_NA/UXRG15_TUL2","Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"63","UXRE10_NA/UXRE20_NA/UXRE30_NA","Røntgenundersøgelse af columna cervicalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af columna thoracalis",NA,"Røntgenundersøgelse af columna lumbalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"99","UXRE70_NA/UXRF50_TUL2","Skolioseoptagelse",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hånd og fingre","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"124","UXRE20_NA/UXRE30_NA/UXRG10_NA","Røntgenundersøgelse af columna thoracalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af columna lumbalis",NA,"Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"129","UXRG10_NA/UXRG20_TUL2","Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af femur","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"135","UXRE20_NA/UXRE30_NA/UXRE70_NA","Røntgenundersøgelse af columna thoracalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af columna lumbalis",NA,"Skolioseoptagelse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
